Timestamp,Review,testing,processed
2025/02/10 8:03:01 pm GMT+8,"As a UNITEN student, I’ve had a great experience so far. Lecturers are knowledgeable and approachable, always willing to help when needed. The campus facilities are well-maintained, including the labs, libraries, and study areas, which make learning more convenient. The academic workload is challenging but manageable, and the curriculum is industry-relevant, preparing us well for future careers. There are also many clubs and activities to join, making campus life more enjoyable. Overall, UNITEN provides a balanced university experience with quality education and a supportive environment.","['united', 'student', 'i', '’', 've', 'great', 'experience', 'far', 'lecturers', 'knowledgeable', 'approachable', 'always', 'willing', 'help', 'need', 'campus', 'facility', 'wellmaintained', 'include', 'lab', 'library', 'study', 'area', 'make', 'learn', 'convenient', 'academic', 'workload', 'challenge', 'manageable', 'curriculum', 'industryrelevant', 'prepare', 'u', 'well', 'future', 'career', 'also', 'many', 'club', 'activity', 'join', 'make', 'campus', 'life', 'enjoyable', 'overall', 'united', 'provide', 'balanced', 'university', 'experience', 'quality', 'education', 'supportive', 'environment']","['united', 'student', 'i', '’', 've', 'great', 'experience', 'far', 'lecturers', 'knowledgeable', 'approachable', 'always', 'willing', 'help', 'need', 'campus', 'facility', 'wellmaintained', 'include', 'lab', 'library', 'study', 'area', 'make', 'learn', 'convenient', 'academic', 'workload', 'challenge', 'manageable', 'curriculum', 'industryrelevant', 'prepare', 'u', 'well', 'future', 'career', 'also', 'many', 'club', 'activity', 'join', 'make', 'campus', 'life', 'enjoyable', 'overall', 'united', 'provide', 'balanced', 'university', 'experience', 'quality', 'education', 'supportive', 'environment']"
2025/02/10 8:03:09 pm GMT+8,"Bad in management. Every sem had a problem about timetable and subject registration. Price per subject very expensive even not related to our programme. Dont have a lot of parking especially at the library. Timetable very very stressful, have class at night ","['bad', 'management', 'every', 'sem', 'problem', 'timetable', 'subject', 'registration', 'price', 'per', 'subject', 'expensive', 'even', 'relate', 'programme', 'dont', 'lot', 'park', 'especially', 'library', 'timetable', 'stressful', 'class', 'night']","['bad', 'management', 'every', 'sem', 'problem', 'timetable', 'subject', 'registration', 'price', 'per', 'subject', 'expensive', 'even', 'relate', 'programme', 'dont', 'lot', 'park', 'especially', 'library', 'timetable', 'stressful', 'class', 'night']"
2025/02/10 8:03:11 pm GMT+8,"UNITEN has great academic potential, but there are several areas that need improvement, particularly in its facilities and management. Many classrooms and lecture halls have outdated equipment, including malfunctioning air conditioning and inadequate seating, making it uncomfortable for students. The library, while resourceful, requires better maintenance, more study spaces, and a stronger Wi-Fi connection. Additionally, sports and recreational facilities need urgent upgrades, as the gym lacks proper equipment and some sports courts are not well-maintained, discouraging student participation in extracurricular activities.

The university’s management and administrative processes also require improvement. Response times from offices such as finance and student affairs are often slow, leading to delays in resolving student concerns regarding fees and scholarships. Course registration is another major issue, with frequent system crashes and unclear guidelines creating unnecessary stress. Moreover, communication between the university and students needs enhancement, as important updates about policy changes, events, and academic matters are not always effectively conveyed. Addressing these issues will significantly enhance the student experience and ensure UNITEN remains a top choice for higher education.
","['united', 'great', 'academic', 'potential', 'several', 'area', 'need', 'improvement', 'particularly', 'facility', 'management', 'many', 'classroom', 'lecture', 'hall', 'outdated', 'equipment', 'include', 'malfunction', 'air', 'condition', 'inadequate', 'seating', 'make', 'uncomfortable', 'student', 'library', 'resourceful', 'require', 'good', 'maintenance', 'study', 'space', 'strong', 'wifi', 'connection', 'additionally', 'sport', 'recreational', 'facility', 'need', 'urgent', 'upgrade', 'gym', 'lack', 'proper', 'equipment', 'sport', 'court', 'wellmaintained', 'discourage', 'student', 'participation', 'extracurricular', 'activity', 'university', '’', 's', 'management', 'administrative', 'process', 'also', 'require', 'improvement', 'response', 'time', 'office', 'finance', 'student', 'affair', 'often', 'slow', 'lead', 'delay', 'resolve', 'student', 'concern', 'regard', 'fee', 'scholarship', 'course', 'registration', 'another', 'major', 'issue', 'frequent', 'system', 'crash', 'unclear', 'guideline', 'create', 'unnecessary', 'stress', 'moreover', 'communication', 'university', 'student', 'need', 'enhancement', 'important', 'update', 'policy', 'change', 'event', 'academic', 'matter', 'always', 'effectively', 'conveyed', 'address', 'issue', 'significantly', 'enhance', 'student', 'experience', 'ensure', 'united', 'remains', 'top', 'choice', 'high', 'education']","['united', 'great', 'academic', 'potential', 'several', 'area', 'need', 'improvement', 'particularly', 'facility', 'management', 'many', 'classroom', 'lecture', 'hall', 'outdated', 'equipment', 'include', 'malfunction', 'air', 'condition', 'inadequate', 'seating', 'make', 'uncomfortable', 'student', 'library', 'resourceful', 'require', 'good', 'maintenance', 'study', 'space', 'strong', 'wifi', 'connection', 'additionally', 'sport', 'recreational', 'facility', 'need', 'urgent', 'upgrade', 'gym', 'lack', 'proper', 'equipment', 'sport', 'court', 'wellmaintained', 'discourage', 'student', 'participation', 'extracurricular', 'activity', 'university', '’', 's', 'management', 'administrative', 'process', 'also', 'require', 'improvement', 'response', 'time', 'office', 'finance', 'student', 'affair', 'often', 'slow', 'lead', 'delay', 'resolve', 'student', 'concern', 'regard', 'fee', 'scholarship', 'course', 'registration', 'another', 'major', 'issue', 'frequent', 'system', 'crash', 'unclear', 'guideline', 'create', 'unnecessary', 'stress', 'moreover', 'communication', 'university', 'student', 'need', 'enhancement', 'important', 'update', 'policy', 'change', 'event', 'academic', 'matter', 'always', 'effectively', 'conveyed', 'address', 'issue', 'significantly', 'enhance', 'student', 'experience', 'ensure', 'united', 'remains', 'top', 'choice', 'high', 'education']"
2025/02/10 8:03:32 pm GMT+8,The managment system is the worst. The student could not get any time or study week before the finals and we could not get a longor period of time to settle down our pro forma invoice. ,"['management', 'system', 'bad', 'student', 'could', 'get', 'time', 'study', 'week', 'final', 'could', 'get', 'long', 'period', 'time', 'settle', 'pro', 'forma', 'voice']","['management', 'system', 'bad', 'student', 'could', 'get', 'time', 'study', 'week', 'final', 'could', 'get', 'long', 'period', 'time', 'settle', 'pro', 'forma', 'voice']"
2025/02/10 8:03:39 pm GMT+8,they insist u to pay the pro forma urgently. maybe try to be considerate to people who comes from not so wealthy family. ,"['insist', 'u', 'pay', 'pro', 'forma', 'urgently', 'maybe', 'try', 'considerable', 'people', 'come', 'wealthy', 'family']","['insist', 'u', 'pay', 'pro', 'forma', 'urgently', 'maybe', 'try', 'considerable', 'people', 'come', 'wealthy', 'family']"
2025/02/10 8:03:57 pm GMT+8,Good education but for accommodation & facilities not so much,"['good', 'education', 'accommodation', 'facility', 'much']","['good', 'education', 'accommodation', 'facility', 'much']"
2025/02/10 8:04:37 pm GMT+8,"In my honest opinjon, its neutral. Uniten got its good and bad side in it. Good things are the lecturers, environment, and education here are positive and non-toxic. Its quite peaceful here. The bad side are more on how the projection of the student's future and well-being. I've seen that the staff's and how uniten goes is not student-oriented. The courses are kinda old for certain subjects and not industry based. We also lack of business and entrepreneur funding for startups. We dont have the innovation, research, and startups environment here. If the environments are more competitive, and the uniten itself promotes the innovation and research culture, we could produce better future oriented students. Exposure is a guaranteed for them. But I believe jt requires both efforts from students and the uniten also. We good","['honest', 'opinion', 'neutral', 'united', 'get', 'good', 'bad', 'side', 'good', 'thing', 'lecturer', 'environment', 'education', 'positive', 'nontoxic', 'quite', 'peaceful', 'bad', 'side', 'projection', 'student', 'future', 'wellbeing', 'see', 'staff', 'unite', 'go', 'studentoriented', 'course', 'kinda', 'old', 'certain', 'subject', 'industry', 'base', 'also', 'lack', 'business', 'entrepreneur', 'funding', 'startup', 'dont', 'innovation', 'research', 'startup', 'environment', 'environment', 'competitive', 'united', 'promotes', 'innovation', 'research', 'culture', 'could', 'produce', 'good', 'future', 'orient', 'student', 'exposure', 'guarantee', 'believe', 'jt', 'require', 'effort', 'student', 'unite', 'also', 'good']","['honest', 'opinion', 'neutral', 'united', 'get', 'good', 'bad', 'side', 'good', 'thing', 'lecturer', 'environment', 'education', 'positive', 'nontoxic', 'quite', 'peaceful', 'bad', 'side', 'projection', 'student', 'future', 'wellbeing', 'see', 'staff', 'unite', 'go', 'studentoriented', 'course', 'kinda', 'old', 'certain', 'subject', 'industry', 'base', 'also', 'lack', 'business', 'entrepreneur', 'funding', 'startup', 'dont', 'innovation', 'research', 'startup', 'environment', 'environment', 'competitive', 'united', 'promotes', 'innovation', 'research', 'culture', 'could', 'produce', 'good', 'future', 'orient', 'student', 'exposure', 'guarantee', 'believe', 'jt', 'require', 'effort', 'student', 'unite', 'also', 'good']"
2025/02/10 8:04:44 pm GMT+8,Uniten is great,"['united', 'great']","['united', 'great']"
2025/02/10 8:04:56 pm GMT+8,"honestly, night class is such a huge hassle and big disadvantages to students. Nighttime is the time where all to most students are occupied with studying, assignments or even resting since in the daytime, most of the students wouldnt be able to do so because of classes. I think nighttime classes should not exist.","['honestly', 'night', 'class', 'huge', 'hassle', 'big', 'disadvantage', 'student', 'nighttime', 'time', 'student', 'occupy', 'study', 'assignment', 'even', 'rest', 'since', 'daytime', 'student', 'wouldnt', 'able', 'class', 'think', 'nighttime', 'class', 'exist']","['honestly', 'night', 'class', 'huge', 'hassle', 'big', 'disadvantage', 'student', 'nighttime', 'time', 'student', 'occupy', 'study', 'assignment', 'even', 'rest', 'since', 'daytime', 'student', 'wouldnt', 'able', 'class', 'think', 'nighttime', 'class', 'exist']"
2025/02/10 8:05:09 pm GMT+8,"For residency, uniten need to create more space for parking and create designated area for student parking and it will be nice if theres a roof for parking, every event that held at dss, all the parking near dss will be closed, where should we park our car. And please makesure cendi allow us to apply access and not just depend on scorun but first come first serve. And please devide the student to who ever drive cars stay at amanah and those who dont stay at cendi. Thankyou very much and please do something about the carpark","['residency', 'unite', 'need', 'create', 'space', 'park', 'create', 'designate', 'area', 'student', 'park', 'nice', 'there', 'roof', 'park', 'every', 'event', 'hold', 'dss', 'parking', 'near', 'ds', 'close', 'park', 'car', 'please', 'measure', 'end', 'allow', 'u', 'apply', 'access', 'depend', 'scorn', 'first', 'come', 'first', 'serve', 'please', 'device', 'student', 'ever', 'drive', 'car', 'stay', 'almanac', 'dont', 'stay', 'end', 'thankyou', 'much', 'please', 'something', 'carpark']","['residency', 'unite', 'need', 'create', 'space', 'park', 'create', 'designate', 'area', 'student', 'park', 'nice', 'there', 'roof', 'park', 'every', 'event', 'hold', 'dss', 'parking', 'near', 'ds', 'close', 'park', 'car', 'please', 'measure', 'end', 'allow', 'u', 'apply', 'access', 'depend', 'scorn', 'first', 'come', 'first', 'serve', 'please', 'device', 'student', 'ever', 'drive', 'car', 'stay', 'almanac', 'dont', 'stay', 'end', 'thankyou', 'much', 'please', 'something', 'carpark']"
2025/02/10 8:06:01 pm GMT+8,"great facilities, great residency. eventhough the management still have room for improvement.","['great', 'facility', 'great', 'residency', 'eventhough', 'management', 'still', 'room', 'improvement']","['great', 'facility', 'great', 'residency', 'eventhough', 'management', 'still', 'room', 'improvement']"
